epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,4773.05,0.27757,0.18061,0.88273,0.99983,1,0.995,0.90557,0.40476,0.21288,0.73945,0.0010694,0.0010694,0.0010694
49,5038.05,0.26937,0.17161,0.88215,0.99984,1,0.995,0.9437,0.31374,0.17557,0.681,0.0010496,0.0010496,0.0010496
50,5303.06,0.27372,0.17059,0.88887,0.99983,1,0.995,0.93699,0.32413,0.18049,0.70525,0.0010298,0.0010298,0.0010298
51,5568.47,0.27401,0.17556,0.88676,0.99984,1,0.995,0.96128,0.32503,0.18002,0.69292,0.00101,0.00101,0.00101
52,5833.07,0.28009,0.17543,0.88712,0.99662,1,0.995,0.97199,0.27291,0.19004,0.6478,0.0009902,0.0009902,0.0009902
53,6097.88,0.26722,0.16868,0.88529,0.99966,1,0.995,0.95976,0.28122,0.15115,0.6423,0.0009704,0.0009704,0.0009704
54,6362.83,0.26896,0.16679,0.88547,0.99984,1,0.995,0.95053,0.29425,0.17704,0.66085,0.0009506,0.0009506,0.0009506
55,6628.81,0.26762,0.1687,0.88057,0.99981,1,0.995,0.94584,0.31519,0.17736,0.67172,0.0009308,0.0009308,0.0009308
56,6893.55,0.26223,0.17053,0.8892,0.99984,1,0.995,0.94708,0.28332,0.17028,0.65842,0.000911,0.000911,0.000911
57,7157.72,0.26965,0.17214,0.88316,0.9987,1,0.995,0.9391,0.30951,0.18475,0.66505,0.0008912,0.0008912,0.0008912
58,7423.34,0.26164,0.16419,0.88381,0.99979,1,0.995,0.96087,0.26367,0.15045,0.63654,0.0008714,0.0008714,0.0008714
59,7687.66,0.26979,0.16635,0.8866,0.99973,1,0.995,0.96051,0.26922,0.14901,0.64989,0.0008516,0.0008516,0.0008516
60,7951.99,0.25204,0.16041,0.87576,0.99105,1,0.995,0.96746,0.26273,0.15,0.63863,0.0008318,0.0008318,0.0008318
61,8217.55,0.25929,0.16498,0.88346,0.99142,1,0.995,0.945,0.30641,0.18004,0.66945,0.000812,0.000812,0.000812
62,8482.68,0.25217,0.16319,0.88119,0.99907,1,0.995,0.96833,0.24243,0.1453,0.62537,0.0007922,0.0007922,0.0007922
63,8747.25,0.25146,0.16523,0.88053,0.99979,1,0.995,0.95948,0.27578,0.16246,0.64848,0.0007724,0.0007724,0.0007724
64,9014.98,0.24513,0.15669,0.87838,0.99984,1,0.995,0.9497,0.29929,0.1761,0.66877,0.0007526,0.0007526,0.0007526
65,9280.08,0.24878,0.15969,0.87957,0.99971,1,0.995,0.96129,0.27667,0.17871,0.64612,0.0007328,0.0007328,0.0007328
66,9545.07,0.24192,0.15508,0.87707,0.99983,1,0.995,0.95958,0.28408,0.16703,0.65459,0.000713,0.000713,0.000713
67,9809.35,0.24006,0.14944,0.8759,0.99983,1,0.995,0.95461,0.29241,0.17313,0.65703,0.0006932,0.0006932,0.0006932
68,10074.6,0.24279,0.15475,0.87837,0.99893,1,0.995,0.95143,0.30062,0.22488,0.67035,0.0006734,0.0006734,0.0006734
69,10340.4,0.23368,0.14978,0.87052,0.99983,1,0.995,0.96951,0.28078,0.15669,0.65627,0.0006536,0.0006536,0.0006536
70,10605.2,0.22671,0.14757,0.86924,0.99983,1,0.995,0.95931,0.28161,0.16956,0.66006,0.0006338,0.0006338,0.0006338
71,10981.1,0.22965,0.14763,0.8773,0.99983,1,0.995,0.97341,0.24395,0.13269,0.62516,0.000614,0.000614,0.000614
72,11358.6,0.22492,0.14677,0.87193,0.99983,1,0.995,0.96524,0.27602,0.16047,0.64953,0.0005942,0.0005942,0.0005942
73,11622.6,0.22638,0.14662,0.86425,0.99978,1,0.995,0.94569,0.29847,0.16297,0.66872,0.0005744,0.0005744,0.0005744
74,11886.4,0.22761,0.14629,0.87408,0.99981,1,0.995,0.95179,0.30448,0.16763,0.66915,0.0005546,0.0005546,0.0005546
75,12151.3,0.22504,0.14435,0.87132,0.99983,1,0.995,0.96129,0.28947,0.16612,0.652,0.0005348,0.0005348,0.0005348
76,12415.7,0.22858,0.14723,0.87076,0.99983,1,0.995,0.96929,0.27371,0.15107,0.65441,0.000515,0.000515,0.000515
77,12679.6,0.22451,0.14502,0.87356,0.99984,1,0.995,0.95235,0.303,0.15857,0.66065,0.0004952,0.0004952,0.0004952
78,12943.5,0.21852,0.14317,0.86745,0.9998,1,0.995,0.97381,0.27398,0.16683,0.64919,0.0004754,0.0004754,0.0004754
79,13207.2,0.21525,0.14309,0.86708,0.99983,1,0.995,0.95886,0.27474,0.1534,0.64882,0.0004556,0.0004556,0.0004556
80,13470.6,0.21509,0.14223,0.86675,0.99983,1,0.995,0.9531,0.29277,0.1598,0.66938,0.0004358,0.0004358,0.0004358
81,13734.3,0.21417,0.13948,0.8679,0.99983,1,0.995,0.95573,0.27262,0.15499,0.64104,0.000416,0.000416,0.000416
82,13997.9,0.21207,0.14124,0.8724,0.99984,1,0.995,0.96243,0.25872,0.14394,0.63654,0.0003962,0.0003962,0.0003962
83,14261.3,0.20487,0.1368,0.87105,0.99985,1,0.995,0.97448,0.24854,0.13474,0.62403,0.0003764,0.0003764,0.0003764
84,14525,0.20656,0.13759,0.86088,0.99984,1,0.995,0.95656,0.28494,0.16902,0.64224,0.0003566,0.0003566,0.0003566
85,14788.2,0.20761,0.13904,0.86802,0.99949,1,0.995,0.96565,0.28965,0.15744,0.66187,0.0003368,0.0003368,0.0003368
86,15051.6,0.2082,0.13539,0.8655,0.99962,1,0.995,0.96578,0.27362,0.15073,0.63984,0.000317,0.000317,0.000317
87,15315.3,0.20547,0.13429,0.86316,0.99982,1,0.995,0.96918,0.26275,0.15287,0.63895,0.0002972,0.0002972,0.0002972
88,15578.9,0.20456,0.13395,0.86309,0.99978,1,0.995,0.97815,0.26283,0.15399,0.63958,0.0002774,0.0002774,0.0002774
89,15842.3,0.19548,0.13018,0.86447,0.99976,1,0.995,0.97504,0.2775,0.15164,0.64981,0.0002576,0.0002576,0.0002576
90,16107.3,0.19378,0.127,0.86245,0.99981,1,0.995,0.98027,0.256,0.13031,0.62341,0.0002378,0.0002378,0.0002378
91,16366.3,0.19432,0.13311,0.85789,0.99957,1,0.995,0.98273,0.25639,0.14352,0.62082,0.000218,0.000218,0.000218
92,16626.1,0.18796,0.11915,0.86171,0.99985,1,0.995,0.97301,0.26763,0.14175,0.63233,0.0001982,0.0001982,0.0001982
93,16886.1,0.17289,0.11604,0.85843,0.99985,1,0.995,0.974,0.25527,0.12761,0.62054,0.0001784,0.0001784,0.0001784
94,17144.9,0.17361,0.11144,0.85504,0.99983,1,0.995,0.96836,0.24683,0.1505,0.62957,0.0001586,0.0001586,0.0001586
95,17403.9,0.16089,0.10882,0.85281,0.99984,1,0.995,0.96186,0.27659,0.15361,0.64895,0.0001388,0.0001388,0.0001388
96,17662.3,0.16442,0.11152,0.8509,0.99985,1,0.995,0.96744,0.27288,0.14972,0.64104,0.000119,0.000119,0.000119
97,17921.8,0.15811,0.10759,0.84705,0.99984,1,0.995,0.97546,0.27699,0.15084,0.6582,9.92e-05,9.92e-05,9.92e-05
98,18181.4,0.15411,0.10547,0.84829,0.99985,1,0.995,0.97616,0.267,0.15144,0.64956,7.94e-05,7.94e-05,7.94e-05
99,18441,0.14938,0.10014,0.84854,0.99985,1,0.995,0.98474,0.26599,0.15325,0.64608,5.96e-05,5.96e-05,5.96e-05
100,18701.6,0.15125,0.10008,0.84896,0.99985,1,0.995,0.98059,0.27239,0.15359,0.64979,3.98e-05,3.98e-05,3.98e-05
